sl_no,state,start_date,physical_progress,report_month
29,,,,
30,,,,
31,,,,
32,,,,
33,,,,
33,,,,
34,,,,
35,,,,
1,Rajasthan,"07/2022
03/2023",,
2,Tamil Nadu,"08/2023
02/2024",,
3,Uttar Pradesh,"07/2016
08/2016",,
4,Gujarat,"11/2014
02/2015",,
5,Maharashtra,"11/2016
08/2018",,
6,Maharashtra,"03/2017
04/2018",,
7,Assam,"12/2017
10/2021",,
8,Maharashtra,"05/2018
03/2023",,
9,Assam,"05/2021
05/2021",,
10,"Multi-States (Bihar,
Jharkhand)","06/2022
06/2022",,
11,"Multi-States
(Chhattisgarh, Madhya
Pradesh, Maharashtra,
Odisha)","06/2020
06/2020",,
12,West Bengal,"06/2022
06/2022",,
13,"Multi-States (Dadra &
Nagar Haveli and
Daman & Diu, Gujarat,
Maharashtra)","01/2022
07/2022",,
14,Rajasthan,"11/2023
11/2023",,
15,Gujarat,"01/2019
02/2020",,
16,Karnataka,"04/2010
06/2011",,
1,Uttar Pradesh,"12/2020
11/2026",,
2,Rajasthan,"08/2024
01/2026",,
3,Bihar,,,
4,Bihar,,,
5,Bihar,,,
6,Bihar,,,
7,Bihar,,,
8,Bihar,,,
9,Jammu and Kashmir,"09/2019
01/2022",,
10,Jammu and Kashmir,,,
11,Ladakh,,,
12,Maharashtra,,,
13,Meghalaya,,,
14,Nagaland,,,
15,Rajasthan,09/2023,,
16,Rajasthan,12/2023,,
17,Uttar Pradesh,"03/2026
03/2026",,
18,Maharashtra,"11/2025
11/2025",,
19,West Bengal,"03/2025
02/2027",,
20,Telangana,"03/2026
03/2026",,
21,Andhra Pradesh,"04/2026
04/2026",,
22,Chhattisgarh,"08/2024
04/2026",,
23,Goa,"12/2024
04/2026",,
24,Gujarat,"03/2025
05/2026",,
25,Jammu and Kashmir,"12/2024
05/2026",,
26,Jharkhand,"01/2025
02/2026",,
27,Jharkhand,"03/2023
05/2026",,
28,Karnataka,"03/2023
02/2026",,
29,Karnataka,"03/2023
04/2026",,
30,Karnataka,"03/2023
05/2026",,
31,Mizoram,"10/2025
05/2026",,
32,"Multi-States (Bihar,
Jharkhand)","03/2023
05/2026",,
33,Tamil Nadu,"07/2025
05/2026",,
34,Uttar Pradesh,"03/2025
05/2026",,
35,Uttar Pradesh,"03/2023
05/2026",,
22,Arunachal Pradesh,"08/2025
08/2025",1.5,
23,"Multi-States (Mizoram,
Tripura, Assam,
Meghalaya, Manipur,
Nagaland)","12/2014
03/2016",99.0,
24,"Multi-States (Sikkim,
Arunachal Pradesh)","10/2014
10/2014",83.5,
25,Assam,"03/2023
03/2023",84.2,
26,Assam,"03/2023
03/2023",77.0,
27,Assam,"01/2019
01/2019",92.7,
28,Mizoram,"07/2024
07/2024",32.5,
29,Tripura,"06/2022
06/2022",97.7,
30,Assam,"04/2023
04/2023",99.0,
31,Assam,"08/2021
08/2021",78.6,
32,Assam,"09/2023
09/2023",60.4,
33,Assam,"01/2023
01/2023",54.7,
34,Assam,"06/2022
06/2022",57.5,
35,Assam,"04/2022
04/2022",82.9,
36,Assam,"10/2025
10/2025",7.8,
37,Assam,"12/2024
12/2024",26.0,
38,Assam,"12/2022
12/2022",69.0,
39,Assam,"12/2020
12/2020",93.4,
40,Assam,"07/2020
07/2020",85.5,
41,Assam,"01/2018
01/2018",94.3,
42,"Multi-States (Arunachal
Pradesh, Nagaland,
Assam, Meghalaya,
Tripura, Sikkim,
Manipur, Mizoram)","04/2020
04/2020",88.0,
43,Nagaland,"08/2023
08/2023",41.2,
44,Tripura,"03/2022
03/2022",69.0,
45,Meghalaya,NA,0.0,
46,Nagaland,NA,0.0,
47,Sikkim,"10/2018
12/2018",92.0,
48,Assam,"09/2016
09/2016",95.16,
49,Assam,"09/2020
09/2018",89.0,
50,Assam,"09/2018
01/2022",0.0,
51,Assam,"09/2018
01/2022",0.0,
52,Assam,"09/2025
09/2025",0.0,
53,Manipur,"03/2013
12/2007",72.7,
54,Meghalaya,"04/2011
03/2010",2.04,
55,"Multi-States (Assam,
Arunachal Pradesh)","02/2011
03/2023",70.0,
56,"Multi-States (Assam,
Meghalaya)","08/2010
03/2007",86.16,
57,"Multi-States (Assam,
Nagaland)","02/2024
01/2025",12.5,
58,"Multi-States (Nagaland,
Assam)","08/2015
02/2016",45.0,
59,Sikkim,"10/2009
05/2010",93.1,
60,Arunachal Pradesh,"03/2019
11/2020",96.61,
61,Arunachal Pradesh,"12/2023
02/2026",1.71,
62,Arunachal Pradesh,"08/2020
06/2025",18.63,
63,Arunachal Pradesh,"02/2024
07/2025",1.7,
64,Arunachal Pradesh,"02/2024
03/2025",17.15,
65,Arunachal Pradesh,"02/2024
01/2025",49.83,
66,Arunachal Pradesh,"12/2023
05/2025",21.67,
86,Assam,"10/2014
10/2024",62.9,
87,Assam,"03/2022
01/2023",94.59,
88,Assam,"01/2016
10/2024",0.0,
89,Assam,"01/2024
02/2024",96.79,
90,Assam,"01/2016
01/2023",100.0,
91,Assam,"01/2016
09/2024",100.0,
92,Assam,"03/2015
12/2016",100.0,
93,Assam,"01/2016
10/2017",97.13,
94,Assam,"12/2023
03/2024",85.29,
95,Assam,"03/2023
08/2023",85.2,
96,Assam,"03/2023
08/2023",87.5,
97,Assam,"03/2023
08/2023",90.5,
98,Assam,"03/2022
04/2023",75.65,
99,Assam,"03/2024
04/2025",18.3,
100,Assam,"03/2023
02/2025",20.0,
101,Assam,"02/2024
09/2025",5.24,
102,Assam,"03/2025
12/2025",2.41,
103,Assam,"03/2023
12/2023",62.16,
104,Assam,"03/2023
12/2023",54.68,
105,Assam,"03/2023
12/2023",79.91,
106,Assam,"03/2021
10/2023",100.0,
107,Assam,"09/2021
11/2021",79.23,
108,Assam,"11/2023
12/2024",12.45,
109,Assam,"02/2024
02/2025",30.8,
110,Assam,"03/2020
06/2020",97.76,
111,Assam,"03/2023
08/2024",57.17,
112,Assam,"02/2024
08/2025",14.6,
113,Assam,"02/2024
02/2025",40.4,
114,Assam,"03/2024
03/2025",31.83,
115,Assam,"02/2024
04/2025",11.0,
116,Assam,"03/2024
09/2025",0.0,
117,Assam,"03/2023
02/2024",79.34,
118,Assam,"02/2023
01/2024",55.46,
119,Assam,"11/2021
01/2023",0.0,
120,Assam,"01/2023
11/2023",98.41,
121,Assam,"09/2021
07/2022",0.0,
122,Assam,"03/2018
11/2019",100.0,
123,Assam,"01/2024
01/2025",36.56,
124,Assam,"01/2023
12/2023",20.45,
125,Assam,"01/2023
05/2023",85.15,
126,Manipur,"01/2023
12/2023",91.32,
127,Manipur,"12/2021
02/2023",95.2,
128,Manipur,"12/2021
11/2022",89.95,
129,Manipur,"09/2021
11/2021",86.73,
130,Manipur,"09/2021
11/2021",84.87,
131,Manipur,"03/2023
05/2025",14.08,
132,Manipur,"03/2023
12/2024",22.55,
133,Manipur,"03/2023
12/2024",23.56,
134,Manipur,"03/2020
07/2020",88.85,
135,Manipur,"03/2020
07/2020",97.12,
136,Manipur,"09/2020
02/2025",48.16,
137,Manipur,"09/2020
10/2020",91.31,
138,Manipur,"09/2020
12/2024",56.16,
158,Meghalaya,"03/2023
09/2025",24.74,
159,Meghalaya,"03/2023
03/2025",42.09,
160,Meghalaya,"03/2023
09/2024",70.82,
161,Meghalaya,"03/2023
09/2024",47.05,
162,Meghalaya,"03/2023
09/2024",51.47,
163,Meghalaya,"09/2021
05/2022",80.49,
164,Meghalaya,"07/2020
10/2023",98.72,
165,Meghalaya,"07/2020
02/2024",50.66,
166,Meghalaya,"07/2020
04/2024",50.8,
167,Meghalaya,"07/2020
05/2024",41.42,
168,Mizoram,"12/2021
07/2025",17.86,
169,Mizoram,"12/2021
07/2025",17.12,
170,Mizoram,"11/2021
07/2025",11.86,
171,Mizoram,"12/2021
07/2025",6.72,
172,Mizoram,"02/2024
10/2025",18.9,
173,Mizoram,"02/2024
11/2025",13.95,
174,Mizoram,"01/2024
12/2025",0.0,
175,Mizoram,"09/2019
10/2019",99.88,
176,Mizoram,"09/2019
03/2020",99.82,
177,Mizoram,"09/2019
10/2020",100.0,
178,Mizoram,"02/2023
10/2025",15.1,
179,Mizoram,"09/2021
09/2023",95.31,
180,Mizoram,"03/2020
07/2020",0.0,
181,Mizoram,"03/2020
07/2020",0.0,
182,Mizoram,"02/2023
12/2024",4.71,
183,Mizoram,"09/2019
12/2019",98.73,
184,Mizoram,"09/2019
10/2019",97.51,
185,Mizoram,"09/2019
10/2019",95.35,
186,Mizoram,"12/2021
11/2023",75.35,
187,Mizoram,"03/2021
06/2021",64.78,
188,Mizoram,"06/2021
07/2021",61.34,
189,Mizoram,"10/2025
05/2026",0.0,
190,"Multi-States (Assam,
Arunachal Pradesh)","03/2023
09/2024",96.7,
191,Nagaland,"12/2022
08/2023",58.5,
192,Nagaland,"12/2022
08/2023",85.67,
193,Nagaland,"03/2018
09/2023",75.05,
194,Nagaland,"12/2022
08/2023",87.0,
195,Nagaland,"06/2020
06/2024",44.46,
196,Nagaland,"02/2017
09/2017",0.0,
197,Nagaland,"03/2016
09/2023",82.59,
198,Nagaland,"02/2021
06/2023",93.37,
199,Nagaland,"01/2021
09/2023",96.53,
200,Nagaland,"03/2021
09/2023",99.5,
201,Nagaland,"03/2020
01/2024",43.13,
202,Nagaland,"03/2020
11/2023",93.04,
203,Nagaland,"07/2020
11/2023",25.61,
204,Nagaland,"07/2020
10/2020",69.82,
205,Nagaland,"07/2020
06/2023",37.38,
206,Nagaland,"07/2020
10/2020",45.55,
207,Nagaland,"03/2018
08/2023",100.0,
208,Nagaland,"03/2021
07/2022",100.0,
209,Nagaland,"02/2021
06/2023",0.0,
210,Sikkim,"07/2020
10/2020",65.12,
211,Sikkim,"07/2020
10/2020",83.74,
212,Sikkim,"10/2020
12/2020",63.25,
213,Sikkim,"01/2021
02/2021",81.89,
214,Sikkim,"10/2020
05/2021",78.83,
215,Sikkim,"01/2021
04/2021",100.0,
216,Sikkim,"03/2018
01/2023",86.04,
217,Sikkim,"10/2021
05/2022",90.0,
218,Tripura,"01/2024
09/2024",14.1,
219,Tripura,"01/2024
12/2024",8.95,
220,Tripura,"01/2024
09/2024",60.05,
221,Tripura,"01/2024
07/2024",58.12,
222,Tripura,"12/2023
09/2024",43.8,
223,Tripura,"02/2020
09/2024",41.9,
224,Tripura,"02/2020
07/2020",0.0,
225,Tripura,"01/2023
05/2023",70.13,
226,Tripura,"03/2023
03/2024",9.2,
227,Meghalaya,"09/2019
09/2020",99.84,
228,"Multi-States (Arunachal
Pradesh, Assam)","12/2020
10/2021",99.6,
229,Assam,"04/1996
12/1996",55.44,
230,Manipur,"04/1997
04/1997",99.0,
1,Andhra Pradesh,"03/2023
01/2024",70.0,
2,Andhra Pradesh,"06/2020
09/2020",87.2,
3,Andhra Pradesh,"12/2022
08/2023",92.0,
4,Assam,"12/2016
03/2018",98.5,
5,Bihar,"08/2024
04/2025",2.43,
6,Bihar,"07/2024
07/2024",68.01,
7,Bihar,"10/2018
10/2018",98.51,
8,Goa,"11/2017
12/2019",100.0,
9,Gujarat,"01/2024
07/2025",38.18,
10,Gujarat,"06/2022
07/2022",84.0,
11,"Jammu and
Kashmir","10/2023
12/2023",52.95,
12,Karnataka,"06/2023
01/2024",81.5,
13,Karnataka,"06/2023
02/2024",91.0,
14,Kerala,"06/2023
02/2024",62.5,
15,Ladakh,"07/2018
09/2018",79.2,
16,Manipur,"11/2021
07/2022",51.65,
17,"Multi-States
(Karnataka,
Maharashtra,
Telangana, Uttar
Pradesh)","12/2020
10/2022",79.0,
18,Rajasthan,"08/2025
10/2025",13.1,
19,Rajasthan,"06/2022
05/2023",97.85,
20,Rajasthan,"06/2023
11/2023",71.71,
21,Sikkim,"11/2023
12/2023",35.55,
22,Tamil Nadu,"05/2018
06/2023",41.0,
23,Uttar Pradesh,"07/2024
07/2024",29.0,
24,Uttar Pradesh,"06/2024
07/2024",41.71,
25,West Bengal,"08/2024
09/2024",36.93,
26,West Bengal,"03/2023
12/2023",70.0,
27,Assam,"07/2022
07/2022",89.0,
28,Assam,"11/2022
11/2022",3.3,
29,Chhattisgarh,"12/2020
12/2020",11.81,
30,Chhattisgarh,"08/2020
08/2020",55.95,
31,Chhattisgarh,"12/2020
12/2020",39.34,
32,Chhattisgarh,"03/2016
03/2016",78.48,
33,Chhattisgarh,"02/2015
02/2015",42.47,
34,Chhattisgarh,"07/2015
07/2015",78.86,
35,Chhattisgarh,"07/2016
07/2016",96.15,
36,Chhattisgarh,"05/2018
05/2018",54.6,
37,Chhattisgarh,"01/2023
01/2023",2.01,
38,Chhattisgarh,"10/2022
10/2022",40.34,
39,Chhattisgarh,"11/2024
11/2024",23.75,
40,Chhattisgarh,"01/2025
01/2025",21.29,
41,Chhattisgarh,"09/2025
09/2025",0.01,
42,Chhattisgarh,"12/2024
12/2024",0.0,
43,Jharkhand,"08/2022
08/2022",63.22,
44,Jharkhand,"01/2022
01/2022",46.25,
45,Jharkhand,"01/2022
01/2022",22.38,
46,Jharkhand,"03/2024
03/2024",16.77,
47,Jharkhand,"08/2020
08/2020",25.03,
48,Jharkhand,"08/2020
08/2020",45.52,
49,Jharkhand,"03/2016
11/2019",87.0,
50,Jharkhand,"08/2020
08/2020",39.3,
51,Jharkhand,"07/2021
07/2021",68.75,
52,Jharkhand,"01/2021
01/2021",22.54,
53,Jharkhand,"11/2020
11/2020",10.19,
54,Jharkhand,"05/2021
05/2021",27.51,
55,Jharkhand,"02/2020
02/2020",43.58,
56,Jharkhand,"12/2009
12/2009",76.99,
57,Jharkhand,"08/2018
08/2018",53.03,
58,Jharkhand,"08/2020
08/2020",29.39,
59,Jharkhand,"08/2011
08/2011",82.62,
60,Jharkhand,"01/2023
01/2023",30.92,
61,Jharkhand,"02/2011
02/2011",70.47,
62,Jharkhand,"11/2020
11/2020",23.24,
63,Jharkhand,"05/2020
05/2020",56.02,
64,Jharkhand,"11/2019
11/2019",29.9,
65,Jharkhand,"12/2023
12/2023",0.05,
66,Jharkhand,"02/2020
02/2020",32.62,
67,Jharkhand,"03/2024
03/2024",4.18,
68,Jharkhand,"06/2025
07/2025",28.0,
69,Jharkhand,"10/2023
12/2023",40.0,
70,Madhya Pradesh,"03/2016
03/2016",75.15,
71,Madhya Pradesh,"07/2019
07/2019",50.39,
72,Madhya Pradesh,"11/2020
11/2020",53.73,
73,Madhya Pradesh,"12/2014
12/2014",58.2,
74,Madhya Pradesh,"01/2024
01/2024",41.29,
75,Madhya Pradesh,"12/2021
12/2021",17.78,
76,Madhya Pradesh,"09/2022
09/2022",67.13,
77,Madhya Pradesh,"11/2022
11/2022",11.2,
78,Madhya Pradesh,"07/2022
01/2023",2.02,
79,Madhya Pradesh,"07/2022
09/2023",9.39,
80,Madhya Pradesh,"08/2019
08/2019",56.88,
81,Madhya Pradesh,"02/2025
02/2025",1.6,
82,Madhya Pradesh,"05/2025
05/2025",0.3,
83,Maharashtra,"02/2020
05/2022",33.91,
84,Maharashtra,"08/2015
08/2015",80.77,
85,Maharashtra,"02/2020
02/2020",40.63,
86,Maharashtra,"02/2019
10/2021",19.02,
87,Maharashtra,"01/2022
01/2022",69.33,
88,Maharashtra,"08/2020
08/2020",32.21,
89,Maharashtra,"05/2019
09/2022",24.17,
90,Maharashtra,"06/2022
06/2022",12.2,
91,Maharashtra,"05/2022
05/2022",9.57,
92,Maharashtra,"04/2021
04/2021",8.44,
93,Maharashtra,"01/2023
09/2023",2.82,
94,Maharashtra,"12/2022
12/2022",5.17,
95,Maharashtra,"10/2023
10/2023",2.19,
96,Maharashtra,"03/2021
03/2021",12.87,
97,Maharashtra,"04/2024
04/2024",4.21,
98,Maharashtra,"08/2023
06/2024",2.31,
99,Maharashtra,"02/2017
09/2022",15.97,
100,Maharashtra,"06/2024
06/2024",27.92,
101,Maharashtra,"08/2016
08/2016",79.83,
102,Maharashtra,"11/2018
01/2019",93.75,
103,Maharashtra,"09/2018
09/2018",98.97,
104,Maharashtra,"11/2018
11/2018",86.49,
105,Maharashtra,"09/2024
09/2024",2.52,
106,Maharashtra,"01/2024
01/2025",0.01,
107,Maharashtra,"06/2024
02/2025",0.38,
108,Maharashtra,"08/2025
08/2025",0.0,
109,"Multi-States
(Madhya Pradesh,
Uttar Pradesh)","08/2020
08/2020",92.05,
110,"Multi-States
(Madhya Pradesh,
Uttar Pradesh)","06/2021
06/2021",57.06,
111,Odisha,"05/2021
05/2021",45.73,
112,Odisha,"02/2021
02/2021",60.27,
113,Odisha,"08/2020
08/2020",58.0,
114,Odisha,"04/2022
04/2022",35.03,
115,Odisha,"05/2018
05/2018",82.16,
116,Odisha,"11/2018
11/2018",52.3,
117,Odisha,"03/2020
03/2020",80.0,
118,Odisha,"04/2023
04/2023",8.39,
119,Odisha,"03/2024
03/2024",33.06,
120,Odisha,"11/2022
11/2022",30.08,
121,Odisha,"04/2023
04/2023",16.0,
122,Odisha,"10/2022
05/2023",73.65,
123,Telangana,"12/2021
12/2021",20.0,
124,Telangana,"03/2016
05/2017",76.0,
125,Telangana,"07/2019
05/2019",71.0,
126,Telangana,"08/2017
12/2022",81.0,
127,Telangana,"07/2021
08/2021",33.0,
128,Telangana,"10/2020
06/2020",97.0,
129,Telangana,"08/2017
09/2017",63.0,
130,West Bengal,"11/2020
11/2020",31.52,
131,West Bengal,"08/2021
08/2021",17.1,
132,West Bengal,"08/2018
08/2018",27.52,
133,West Bengal,"01/2023
01/2023",11.91,
134,West Bengal,"04/2020
04/2020",52.04,
135,West Bengal,"07/2021
07/2021",18.47,
136,West Bengal,"12/2023
12/2023",8.35,
137,West Bengal,"04/2020
04/2020",16.79,
138,West Bengal,"01/2023
01/2023",22.18,
139,West Bengal,"11/2024
11/2024",0.23,
140,Gujarat,"07/2022
01/2024",52.0,
141,Gujarat,"08/2023
06/2024",60.0,
142,Gujarat,"07/2022
03/2024",0.0,
143,Gujarat,"07/2022
04/2024",1.2,
144,Odisha,"01/2017
01/2024",2.1,
145,Rajasthan,"10/2024
09/2025",0.0,
146,Chhattisgarh,"05/2018
03/2017",43.5,
147,Jharkhand,"02/2018
05/2022",71.0,
148,Jharkhand,"07/2016
10/2016",36.0,
149,Jharkhand,"02/2019
09/2019",67.86,
150,Arunachal Pradesh,"02/2023
02/2023",17.67,
151,Arunachal Pradesh,"12/2024
05/2025",5.0,
152,Arunachal Pradesh,"12/2024
05/2025",5.1,
153,Arunachal Pradesh,"09/2025
09/2025",6.45,
154,Arunachal Pradesh,"04/2026
04/2026",0.0,
155,Bihar,"03/2019
06/2019",94.79,
156,Bihar,"11/2024
03/2025",11.45,
157,Chhattisgarh,"08/2023
08/2023",30.6,
158,Chhattisgarh,"09/2024
09/2024",19.86,
159,Gujarat,"03/2021
05/2021",51.86,
160,Himachal Pradesh,"10/2020
05/2021",77.95,
161,Himachal Pradesh,"11/2020
11/2020",51.63,
162,Himachal Pradesh,"01/2023
01/2023",34.43,
163,"Jammu and
Kashmir","10/2014
02/2018",82.05,
164,"Jammu and
Kashmir","03/2019
02/2020",85.5,
165,"Jammu and
Kashmir","02/2021
01/2022",30.4,
166,"Jammu and
Kashmir","05/2022
11/2022",35.32,
167,Jharkhand,"11/2017
11/2017",90.2,
168,Jharkhand,"04/2023
11/2024",11.5,
169,Madhya Pradesh,"11/2024
05/2025",8.2,
170,"Multi-States
(Arunachal
Pradesh, Assam)","09/2003
01/2005",97.72,
171,Odisha,"08/2022
09/2022",51.4,
172,Odisha,"11/2025
11/2025",2.35,
173,Sikkim,"03/2019
03/2020",73.11,
174,Sikkim,"03/2021
08/2021",96.92,
175,Telangana,"03/2026
03/2026",0.13,
176,Uttar Pradesh,"03/2024
03/2024",21.3,
177,Uttarakhand,"11/2006
11/2006",77.0,
178,Uttarakhand,"08/2008
01/2014",80.5,
179,West Bengal,"01/2023
02/2025",10.0,
180,West Bengal,"09/2014
09/2014",56.16,
181,West Bengal,"06/2019
02/2021",97.0,
182,Andhra Pradesh,"09/2023
09/2023",98.57,
183,Andhra Pradesh,"03/2025
03/2025",29.34,
184,Arunachal Pradesh,"08/2025
08/2025",1.5,
185,Delhi,"11/2023
10/2024",18.91,
186,Gujarat,"12/2023
12/2023",65.91,
187,Gujarat,"05/2024
05/2024",63.0,
188,Gujarat,"10/2024
10/2024",16.5,
189,Gujarat,"11/2024
11/2024",7.33,
190,Gujarat,"10/2024
10/2024",31.48,
191,Gujarat,"02/2025
02/2025",30.0,
192,Gujarat,"03/2025
03/2025",37.2,
193,Gujarat,"02/2025
02/2025",2.7,
194,Gujarat,"NA
10/2024",19.0,
195,Gujarat,"03/2025
03/2025",2.0,
196,Gujarat,"NA
12/2025",1.0,
197,Gujarat,"09/2024
09/2024",21.0,
198,Gujarat,"08/2024
08/2024",60.0,
199,"Jammu and
Kashmir","07/2024
07/2024",1.7,
200,Jharkhand,"02/2012
02/2012",96.2,
201,Karnataka,"12/2023
12/2023",88.17,
202,Karnataka,"01/2025
01/2025",27.65,
203,Karnataka,"02/2025
02/2025",7.2,
204,Karnataka,"03/2025
03/2025",17.99,
205,Karnataka,"09/2025
09/2025",2.5,
206,Karnataka,"02/2026
02/2026",1.0,
207,Kerala,"08/2025
08/2025",1.5,
208,Madhya Pradesh,"10/2024
10/2024",43.16,
209,Madhya Pradesh,"08/2024
08/2024",68.12,
210,Madhya Pradesh,"06/2024
06/2024",45.55,
211,Madhya Pradesh,"06/2025
06/2025",13.32,
212,Madhya Pradesh,"10/2025
10/2025",2.5,
213,Madhya Pradesh,"03/2025
03/2025",18.0,
214,Maharashtra,"11/2023
11/2023",99.6,
215,Maharashtra,"NA
05/2025",5.0,
216,Maharashtra,"03/2026
03/2026",0.5,
217,"Multi-States
(Andhra Pradesh,
Karnataka)","03/2025
03/2025",19.92,
218,"Multi-States
(Andhra Pradesh,
Karnataka)","08/2024
03/2025",50.0,
219,"Multi-States
(Andhra Pradesh,
Odisha)","02/2026
02/2026",1.0,
220,"Multi-States
(Andhra Pradesh,
Telangana)","11/2022
03/2023",99.69,
221,"Multi-States
(Arunachal
Pradesh, Sikkim)","10/2014
10/2014",83.5,
222,"Multi-States
(Assam, Manipur,
Meghalaya,
Mizoram,
Nagaland, Tripura)","12/2014
03/2016",99.0,
223,"Multi-States
(Bihar, Odisha,
West Bengal)","09/2024
09/2024",29.73,
224,"Multi-States
(Bihar, Uttar
Pradesh)","10/2025
10/2025",2.03,
225,"Multi-States
(Bihar, West
Bengal)","11/2024
11/2024",1.5,
226,"Multi-States (Delhi,
Rajasthan)","12/2022
12/2022",60.75,
227,"Multi-States (Delhi,
Rajasthan)","02/2024
02/2024",88.53,
228,"Multi-States
(Gujarat,
Maharashtra)","11/2024
11/2024",16.73,
229,"Multi-States
(Haryana, Punjab,
Rajasthan)","11/2024
11/2024",27.92,
230,"Multi-States
(Haryana,
Rajasthan)","11/2024
11/2024",31.42,
231,"Multi-States
(Karnataka,
Maharashtra)","10/2025
10/2025",2.5,
232,"Multi-States
(Karnataka,
Telangana)","02/2024
02/2024",90.33,
233,"Multi-States
(Madhya Pradesh,
Rajasthan)","08/2024
08/2024",44.74,
234,"Multi-States
(Madhya Pradesh,
Rajasthan)","08/2024
08/2024",42.27,
235,"Multi-States
(Madhya Pradesh,
Rajasthan)","03/2025
03/2025",28.05,
236,"Multi-States
(Madhya Pradesh,
Rajasthan, Uttar
Pradesh)","01/2025
01/2025",4.0,
237,"Multi-States
(Rajasthan, Uttar
Pradesh)","12/2023
12/2023",72.83,
238,"Multi-States
(Rajasthan, Uttar
Pradesh)","12/2024
12/2024",35.09,
239,Rajasthan,"10/2023
10/2023",99.46,
240,Rajasthan,"10/2023
10/2023",99.33,
241,Rajasthan,"12/2023
12/2023",75.04,
242,Rajasthan,"08/2024
08/2024",49.73,
243,Rajasthan,"08/2024
08/2024",44.61,
244,Rajasthan,"08/2024
08/2024",69.3,
245,Rajasthan,"11/2024
11/2024",37.18,
246,Rajasthan,"03/2025
03/2025",10.8,
247,Tamil Nadu,"01/2025
01/2025",19.79,
248,Uttar Pradesh,"12/2024
12/2024",3.0,
249,Telangana,"03/2024
11/2024",22.0,
250,"Andaman &
Nicobar","07/2021
11/2021",97.0,
251,Delhi,"07/2016
05/2018",46.7,
252,Gujarat,"02/2016
06/2016",98.5,
253,Uttarakhand,"11/2019
08/2019",40.05,
254,Bihar,"02/2019
02/2019",50.05,
255,Delhi,"03/2024
03/2024",3.8,
256,Delhi,"01/2026
01/2026",5.55,
257,Delhi,"07/2019
07/2019",81.32,
258,Gujarat,"03/2019
03/2019",80.25,
259,Haryana,"07/2023
08/2024",4.3,
260,Karnataka,"NA
06/2026",0.0,
261,Karnataka,"02/2014
02/2016",95.6,
262,Karnataka,"06/2021
01/2019",66.0,
263,Kerala,"11/2022
11/2022",38.0,
264,Madhya Pradesh,"11/2018
11/2018",62.2,
265,Madhya Pradesh,"11/2018
11/2018",64.63,
266,Maharashtra,"10/2023
10/2023",44.6,
267,Maharashtra,"09/2024
09/2024",5.4,
268,Maharashtra,"09/2024
09/2024",8.74,
269,Maharashtra,"07/2025
07/2025",1.45,
270,Maharashtra,"12/2025
12/2025",0.52,
271,Maharashtra,"04/2018
03/2019",6.0,
272,Maharashtra,"04/2018
07/2020",84.0,
273,Maharashtra,"07/2013
06/2016",97.86,
274,Maharashtra,"12/2022
12/2022",39.5,
275,"Multi-States (Delhi,
Haryana)","01/2025
01/2025",0.0,
276,Rajasthan,"NA
09/2023",0.0,
277,Rajasthan,"NA
12/2023",12.48,
278,Tamil Nadu,"10/2024
11/2020",53.36,
279,Uttar Pradesh,"03/2026
03/2026",0.0,
280,Uttar Pradesh,"09/2025
05/2026",1.1,
281,Uttar Pradesh,"05/2019
11/2019",81.95,
282,Uttar Pradesh,"05/2019
12/2020",71.0,
283,Andhra Pradesh,"02/2017
07/2018",82.0,
284,Bihar,"11/2016
02/2019",85.0,
285,Haryana,"03/2017
11/2017",88.0,
286,Jharkhand,"02/2017
12/2018",76.0,
287,Jharkhand,"02/2017
12/2018",67.0,
288,Jharkhand,"02/2017
12/2018",81.0,
289,Karnataka,"12/2015
10/2016",80.0,
290,Madhya Pradesh,"12/2016
11/2017",99.0,
291,Madhya Pradesh,"11/2015
12/2016",96.0,
292,Madhya Pradesh,"05/2016
11/2017",90.0,
293,Maharashtra,"07/2016
09/2019",75.0,
294,Maharashtra,"03/2017
07/2017",96.0,
295,Punjab,"11/2016
08/2020",90.0,
296,Punjab,"11/2016
08/2020",99.0,
297,Uttar Pradesh,"03/2017
06/2019",95.0,
298,Uttar Pradesh,"NA
05/2019",95.0,
299,West Bengal,"04/2019
02/2020",64.0,
300,Madhya Pradesh,"09/2011
04/2015",23.5,
301,Odisha,"04/2017
04/2017",94.7,
302,Odisha,"05/2018
05/2018",52.2,
303,Odisha,"11/2017
11/2019",93.0,
304,Tamil Nadu,"09/2017
12/2017",66.73,
305,Andhra Pradesh,"09/2019
12/2023",44.5,
306,Arunachal Pradesh,"09/2009
03/2013",80.0,
307,Assam,"05/2019
06/2021",97.97,
308,Bihar,"07/2022
08/2022",98.6,
309,Chhattisgarh,"05/2025
01/2026",0.0,
310,Delhi,"09/2009
11/2022",99.9,
311,Delhi,"09/2024
03/2025",13.0,
312,Gujarat,"12/2020
02/2021",85.0,
313,Himachal Pradesh,"09/2018
08/2020",97.8,
314,Himachal Pradesh,"03/2023
03/2024",84.0,
